date,city,rainfall,precipitation_sum,temperature,wind_speed
2010-01-01,Colombo,0.0,0.0,26.1,11.7
2010-01-01,Matale,0.0,0.0,23.5,17.7
2010-01-01,Kurunegala,0.0,0.0,24.8,19.2
2010-01-01,Bentota,0.0,0.0,26.3,11.7
2010-01-01,Mount Lavinia,0.0,0.0,26.1,11.7
2010-01-01,Kalutara,0.0,0.0,26.3,11.7
2010-01-01,Badulla,0.0,0.0,21.5,12.9
2010-01-01,Puttalam,0.0,0.0,26.0,21.0
2010-01-01,Mabole,0.0,0.0,26.1,17.9
2010-01-01,Gampaha,0.0,0.0,26.0,17.9
2010-01-01,Kesbewa,0.0,0.0,26.2,11.7
2010-01-01,Kolonnawa,0.0,0.0,26.1,17.9
2010-01-01,Weligama,0.4,0.4,26.3,7.2
2010-01-01,Mannar,0.0,0.0,26.0,25.2
2010-01-01,Athurugiriya,0.0,0.0,26.0,17.9
2010-01-01,Moratuwa,0.0,0.0,26.2,11.7
2010-01-01,Jaffna,0.0,0.0,26.6,27.1
2010-01-01,Galle,0.4,0.4,27.0,7.2
2010-01-01,Trincomalee,0.0,0.0,26.3,22.7
2010-01-01,Kalmunai,0.2,0.2,26.6,22.9
2010-01-01,Hambantota,0.0,0.0,26.2,18.2
2010-01-01,Maharagama,0.0,0.0,26.1,11.7
2010-01-01,Sri Jayewardenepura Kotte,0.0,0.0,26.1,17.9
2010-01-01,Negombo,0.0,0.0,26.2,17.9
2010-01-01,Kandy,0.0,0.0,22.0,15.3
2010-01-01,Ratnapura,0.1,0.1,25.4,5.9
2010-01-01,Oruwala,0.0,0.0,25.9,17.9
2010-01-01,Hatton,0.0,0.0,20.5,11.5
2010-01-01,Pothuhera,0.0,0.0,24.6,19.2
2010-01-01,Matara,0.4,0.4,26.2,7.2
2010-01-02,Galle,1.4,1.4,26.9,5.4
2010-01-02,Oruwala,0.0,0.0,26.1,17.7
2010-01-02,Jaffna,1.0,1.0,25.9,27.0
2010-01-02,Bentota,0.1,0.1,26.2,13.0
2010-01-02,Badulla,0.0,0.0,21.5,11.2
2010-01-02,Gampaha,0.0,0.0,26.0,17.7
2010-01-02,Kandy,0.0,0.0,22.2,13.3
2010-01-02,Matale,0.0,0.0,23.6,16.1
2010-01-02,Puttalam,0.1,0.1,26.0,19.4
2010-01-02,Sri Jayewardenepura Kotte,0.0,0.0,26.3,17.7
2010-01-02,Mabole,0.0,0.0,26.2,17.7
2010-01-02,Kalutara,0.1,0.1,26.3,13.0
2010-01-02,Kalmunai,1.9,1.9,26.4,22.9
2010-01-02,Hambantota,0.0,0.0,26.3,19.1
2010-01-02,Colombo,0.1,0.1,26.2,13.0
2010-01-02,Ratnapura,0.9,0.9,25.4,5.5
2010-01-02,Matara,1.4,1.4,26.1,5.4
2010-01-02,Kolonnawa,0.0,0.0,26.2,17.7
2010-01-02,Hatton,0.0,0.0,20.5,9.8
2010-01-02,Athurugiriya,0.0,0.0,26.1,17.7
2010-01-02,Negombo,0.0,0.0,26.2,17.7
2010-01-02,Mount Lavinia,0.1,0.1,26.3,13.0
2010-01-02,Weligama,1.4,1.4,26.1,5.4
2010-01-02,Trincomalee,2.0,2.0,25.7,22.5
2010-01-02,Mannar,0.1,0.1,25.7,23.8
2010-01-02,Kesbewa,0.1,0.1,26.2,13.0
2010-01-02,Maharagama,0.1,0.1,26.2,13.0
2010-01-02,Kurunegala,0.0,0.0,24.9,17.6
2010-01-02,Moratuwa,0.1,0.1,26.3,13.0
2010-01-02,Pothuhera,0.0,0.0,24.6,17.6
2010-01-03,Mount Lavinia,0.6,0.6,26.0,12.3
2010-01-03,Colombo,0.6,0.6,26.0,12.3
2010-01-03,Pothuhera,0.1,0.1,24.5,15.2
2010-01-03,Ratnapura,2.5,2.5,24.9,4.5
2010-01-03,Kandy,0.1,0.1,22.1,10.7
2010-01-03,Sri Jayewardenepura Kotte,0.2,0.2,26.0,16.6
2010-01-03,Maharagama,0.6,0.6,25.9,12.3
2010-01-03,Bentota,0.6,0.6,25.9,12.3
2010-01-03,Kurunegala,0.1,0.1,24.6,15.2
2010-01-03,Mannar,0.1,0.1,25.2,23.1
2010-01-03,Matale,0.9,0.9,23.1,12.5
2010-01-03,Galle,3.3,3.3,26.3,8.2
2010-01-03,Matara,3.3,3.3,25.6,8.2
2010-01-03,Negombo,0.2,0.2,26.1,16.6
2010-01-03,Jaffna,0.2,0.2,25.4,27.8
2010-01-03,Weligama,3.3,3.3,25.6,8.2
2010-01-03,Moratuwa,0.6,0.6,26.0,12.3
2010-01-03,Trincomalee,1.4,1.4,25.2,22.7
2010-01-03,Kesbewa,0.6,0.6,26.0,12.3
2010-01-03,Athurugiriya,0.2,0.2,25.8,16.6
2010-01-03,Hatton,1.0,1.0,19.9,6.9
2010-01-03,Kolonnawa,0.2,0.2,25.9,16.6
2010-01-03,Oruwala,0.2,0.2,25.9,16.6
2010-01-03,Kalutara,0.6,0.6,26.0,12.3
2010-01-03,Puttalam,0.3,0.3,25.5,16.4
2010-01-03,Hambantota,1.1,1.1,25.5,16.6
2010-01-03,Badulla,2.0,2.0,21.1,10.3
2010-01-03,Mabole,0.2,0.2,26.0,16.6
2010-01-03,Gampaha,0.2,0.2,25.9,16.6
2010-01-03,Kalmunai,3.0,3.0,25.5,20.9
2010-01-04,Pothuhera,0.0,0.0,24.1,13.3
2010-01-04,Jaffna,0.0,0.0,25.3,21.6
2010-01-04,Moratuwa,0.0,0.0,25.5,17.0
2010-01-04,Kesbewa,0.0,0.0,25.4,17.0
2010-01-04,Galle,1.2,1.2,25.7,7.1
2010-01-04,Gampaha,0.0,0.0,25.3,18.2
2010-01-04,Maharagama,0.0,0.0,25.4,17.0
2010-01-04,Colombo,0.0,0.0,25.3,17.0
2010-01-04,Bentota,0.0,0.0,25.6,17.0
2010-01-04,Badulla,5.9,5.9,21.2,5.8
2010-01-04,Kandy,0.6,0.6,21.9,10.4
2010-01-04,Matale,0.0,0.0,23.0,10.7
2010-01-04,Puttalam,0.0,0.0,24.9,16.0
2010-01-04,Matara,1.2,1.2,25.6,7.1
2010-01-04,Kalmunai,0.0,0.0,25.3,22.9
2010-01-04,Kalutara,0.0,0.0,25.6,17.0
2010-01-04,Mabole,0.0,0.0,25.3,18.2
2010-01-04,Oruwala,0.0,0.0,25.3,18.2
2010-01-04,Hambantota,2.0,2.0,25.4,7.6
2010-01-04,Ratnapura,0.2,0.2,24.2,10.4
2010-01-04,Sri Jayewardenepura Kotte,0.0,0.0,25.4,18.2
2010-01-04,Kolonnawa,0.0,0.0,25.3,18.2
2010-01-04,Athurugiriya,0.0,0.0,25.2,18.2
2010-01-04,Trincomalee,0.0,0.0,24.9,19.5
2010-01-04,Kurunegala,0.0,0.0,24.4,13.3
2010-01-04,Mannar,0.0,0.0,24.8,20.2
2010-01-04,Weligama,1.2,1.2,25.6,7.1
2010-01-04,Negombo,0.0,0.0,25.5,18.2
2010-01-04,Mount Lavinia,0.0,0.0,25.4,17.0
2010-01-04,Hatton,1.4,1.4,19.7,7.4
2010-01-05,Trincomalee,0.0,0.0,25.1,20.9
2010-01-05,Athurugiriya,0.0,0.0,24.4,17.4
2010-01-05,Weligama,0.0,0.0,25.8,11.3
2010-01-05,Matara,0.0,0.0,25.7,11.3
2010-01-05,Kalutara,0.0,0.0,24.9,18.7
2010-01-05,Galle,0.0,0.0,26.0,11.3
2010-01-05,Hatton,0.8,0.8,20.0,5.4
2010-01-05,Kalmunai,0.0,0.0,25.2,22.3
2010-01-05,Kandy,0.0,0.0,20.8,9.7
2010-01-05,Kolonnawa,0.0,0.0,24.5,17.4
2010-01-05,Matale,0.0,0.0,22.0,10.7
2010-01-05,Hambantota,0.1,0.1,25.6,15.3
2010-01-05,Maharagama,0.0,0.0,24.6,18.7
2010-01-05,Kurunegala,0.0,0.0,23.3,13.0
2010-01-05,Mannar,0.0,0.0,24.7,21.5
2010-01-05,Mount Lavinia,0.0,0.0,24.5,18.7
2010-01-05,Kesbewa,0.0,0.0,24.6,18.7
2010-01-05,Moratuwa,0.0,0.0,24.7,18.7
2010-01-05,Colombo,0.0,0.0,24.5,18.7
2010-01-05,Ratnapura,0.0,0.0,23.6,14.2
2010-01-05,Puttalam,0.0,0.0,24.5,14.3
2010-01-05,Bentota,0.0,0.0,25.0,18.7
2010-01-05,Jaffna,0.0,0.0,25.2,23.7
2010-01-05,Badulla,1.4,1.4,21.0,6.5
2010-01-05,Pothuhera,0.0,0.0,23.1,13.0
2010-01-05,Mabole,0.0,0.0,24.5,17.4
2010-01-05,Sri Jayewardenepura Kotte,0.0,0.0,24.5,17.4
2010-01-05,Gampaha,0.0,0.0,24.4,17.4
2010-01-05,Negombo,0.0,0.0,24.6,17.4
2010-01-05,Oruwala,0.0,0.0,24.4,17.4
2010-01-06,Puttalam,0.0,0.0,25.2,18.5
2010-01-06,Mannar,0.0,0.0,25.4,25.3
2010-01-06,Athurugiriya,0.0,0.0,24.8,19.8
2010-01-06,Matale,0.0,0.0,22.1,15.9
2010-01-06,Kandy,0.0,0.0,20.4,14.6
2010-01-06,Kurunegala,0.0,0.0,23.5,17.8
2010-01-06,Matara,0.2,0.2,25.8,10.1
2010-01-06,Mount Lavinia,0.0,0.0,25.0,17.1
2010-01-06,Pothuhera,0.0,0.0,23.2,17.8
2010-01-06,Kalmunai,0.0,0.0,25.6,22.7
2010-01-06,Gampaha,0.0,0.0,24.8,19.8
2010-01-06,Trincomalee,0.0,0.0,25.7,22.1
2010-01-06,Kalutara,0.0,0.0,25.3,17.1
2010-01-06,Mabole,0.0,0.0,25.0,19.8
2010-01-06,Hambantota,0.0,0.0,25.7,11.5
2010-01-06,Oruwala,0.0,0.0,24.8,19.8
2010-01-06,Ratnapura,0.0,0.0,23.9,9.0
2010-01-06,Bentota,0.0,0.0,25.4,17.1
2010-01-06,Hatton,0.7,0.7,19.2,9.2
2010-01-06,Galle,0.2,0.2,25.9,10.1
2010-01-06,Maharagama,0.0,0.0,25.0,17.1
2010-01-06,Sri Jayewardenepura Kotte,0.0,0.0,25.0,19.8
2010-01-06,Kolonnawa,0.0,0.0,24.9,19.8
2010-01-06,Badulla,0.8,0.8,20.2,7.0
2010-01-06,Kesbewa,0.0,0.0,25.1,17.1
2010-01-06,Colombo,0.0,0.0,25.0,17.1
2010-01-06,Weligama,0.2,0.2,25.8,10.1
2010-01-06,Moratuwa,0.0,0.0,25.1,17.1
2010-01-06,Negombo,0.0,0.0,25.1,19.8
2010-01-06,Jaffna,0.0,0.0,26.0,26.9
2010-01-07,Mount Lavinia,0.0,0.0,25.9,13.5
2010-01-07,Colombo,0.0,0.0,25.8,13.5
2010-01-07,Matara,0.0,0.0,26.0,12.8
2010-01-07,Negombo,0.0,0.0,25.8,15.1
2010-01-07,Ratnapura,0.0,0.0,24.8,6.4
2010-01-07,Kurunegala,0.1,0.1,24.4,11.4
2010-01-07,Oruwala,0.0,0.0,25.7,15.1
2010-01-07,Hambantota,0.2,0.2,26.2,9.7
2010-01-07,Mannar,7.0,7.0,25.6,24.1
2010-01-07,Maharagama,0.0,0.0,25.9,13.5
2010-01-07,Mabole,0.0,0.0,25.8,15.1
2010-01-07,Puttalam,0.1,0.1,25.6,13.4
2010-01-07,Moratuwa,0.0,0.0,26.0,13.5
2010-01-07,Kalmunai,2.4,2.4,25.4,23.8
2010-01-07,Weligama,0.0,0.0,26.1,12.8
2010-01-07,Galle,0.0,0.0,26.5,12.8
2010-01-07,Athurugiriya,0.0,0.0,25.7,15.1
2010-01-07,Matale,0.4,0.4,23.1,11.7
2010-01-07,Kolonnawa,0.0,0.0,25.8,15.1
2010-01-07,Kandy,0.3,0.3,22.0,10.6
2010-01-07,Kalutara,0.0,0.0,26.1,13.5
2010-01-07,Hatton,0.7,0.7,20.0,4.4
2010-01-07,Kesbewa,0.0,0.0,26.0,13.5
2010-01-07,Trincomalee,15.6,15.6,25.3,23.1
2010-01-07,Jaffna,7.4,7.4,25.9,27.6
2010-01-07,Bentota,0.0,0.0,26.1,13.5
2010-01-07,Badulla,0.8,0.8,21.6,6.8
2010-01-07,Pothuhera,0.1,0.1,24.1,11.4
2010-01-07,Sri Jayewardenepura Kotte,0.0,0.0,25.9,15.1
2010-01-07,Gampaha,0.0,0.0,25.6,15.1
2010-01-08,Sri Jayewardenepura Kotte,0.9,0.9,25.6,15.2
2010-01-08,Kalmunai,0.0,0.0,26.2,16.2
2010-01-08,Mabole,0.9,0.9,25.5,15.2
2010-01-08,Hambantota,2.2,2.2,26.0,9.7
2010-01-08,Ratnapura,0.7,0.7,24.9,6.4
2010-01-08,Hatton,5.6,5.6,20.0,6.2
2010-01-08,Matale,1.6,1.6,23.2,10.7
2010-01-08,Kolonnawa,0.9,0.9,25.5,15.2
2010-01-08,Colombo,0.8,0.8,25.5,13.0
2010-01-08,Mannar,94.0,94.0,24.4,26.7
2010-01-08,Moratuwa,0.8,0.8,25.7,13.0
2010-01-08,Negombo,0.9,0.9,25.5,15.2
2010-01-08,Maharagama,0.8,0.8,25.6,13.0
2010-01-08,Weligama,1.0,1.0,26.3,8.8
2010-01-08,Badulla,6.7,6.7,22.2,7.6
2010-01-08,Galle,1.0,1.0,26.7,8.8
2010-01-08,Kesbewa,0.8,0.8,25.7,13.0
2010-01-08,Athurugiriya,0.9,0.9,25.4,15.2
2010-01-08,Kandy,0.8,0.8,22.5,9.4
2010-01-08,Jaffna,26.3,26.3,25.0,31.0
2010-01-08,Trincomalee,1.8,1.8,24.9,14.1
2010-01-08,Pothuhera,1.7,1.7,24.0,13.1
2010-01-08,Gampaha,0.9,0.9,25.3,15.2
2010-01-08,Oruwala,0.9,0.9,25.4,15.2
2010-01-08,Bentota,0.8,0.8,26.0,13.0
2010-01-08,Puttalam,6.7,6.7,24.9,16.3
2010-01-08,Mount Lavinia,0.8,0.8,25.6,13.0
2010-01-08,Kurunegala,1.7,1.7,24.1,13.1
2010-01-08,Kalutara,0.8,0.8,26.0,13.0
2010-01-08,Matara,1.0,1.0,26.2,8.8
2010-01-09,Oruwala,3.3,3.3,25.8,10.0
2010-01-09,Matale,5.9,5.9,24.1,3.9
2010-01-09,Matara,0.6,0.6,26.1,14.5
2010-01-09,Kalmunai,0.0,0.0,26.6,16.8
2010-01-09,Hatton,2.3,2.3,20.3,5.9
2010-01-09,Weligama,0.6,0.6,26.1,14.5
2010-01-09,Athurugiriya,3.3,3.3,25.7,10.0
2010-01-09,Negombo,3.3,3.3,26.1,10.0
2010-01-09,Trincomalee,2.2,2.2,26.2,17.3
2010-01-09,Puttalam,6.0,6.0,25.7,5.8
2010-01-09,Jaffna,2.5,2.5,25.9,21.6
2010-01-09,Galle,0.6,0.6,26.7,14.5
2010-01-09,Mabole,3.3,3.3,25.9,10.0
2010-01-09,Gampaha,3.3,3.3,25.9,10.0
2010-01-09,Mount Lavinia,3.2,3.2,25.9,11.5
2010-01-09,Mannar,2.4,2.4,26.1,17.0
2010-01-09,Colombo,3.2,3.2,25.9,11.5
2010-01-09,Pothuhera,6.7,6.7,24.8,4.3
2010-01-09,Ratnapura,2.0,2.0,25.3,9.1
2010-01-09,Bentota,3.2,3.2,26.4,11.5
2010-01-09,Kurunegala,6.7,6.7,25.0,4.3
2010-01-09,Kesbewa,3.2,3.2,26.0,11.5
2010-01-09,Maharagama,3.2,3.2,26.0,11.5
2010-01-09,Hambantota,2.3,2.3,25.8,15.6
2010-01-09,Kalutara,3.2,3.2,26.4,11.5
2010-01-09,Sri Jayewardenepura Kotte,3.3,3.3,25.9,10.0
2010-01-09,Moratuwa,3.2,3.2,26.1,11.5
2010-01-09,Kolonnawa,3.3,3.3,25.8,10.0
2010-01-09,Badulla,2.0,2.0,22.1,10.9
2010-01-09,Kandy,10.0,10.0,23.0,5.1
2010-01-10,Negombo,0.2,0.2,26.1,5.7
2010-01-10,Gampaha,0.2,0.2,25.8,5.7
2010-01-10,Jaffna,0.5,0.5,25.9,17.2
2010-01-10,Matale,5.2,5.2,24.3,4.6
2010-01-10,Kandy,9.6,9.6,22.9,5.1
2010-01-10,Kesbewa,0.1,0.1,26.4,6.9
2010-01-10,Athurugiriya,0.2,0.2,26.2,5.7
2010-01-10,Weligama,0.0,0.0,26.5,13.4
2010-01-10,Badulla,0.0,0.0,22.3,8.2
2010-01-10,Maharagama,0.1,0.1,26.3,6.9
2010-01-10,Moratuwa,0.1,0.1,26.4,6.9
2010-01-10,Trincomalee,0.5,0.5,25.9,15.0
2010-01-10,Colombo,0.1,0.1,26.1,6.9
2010-01-10,Oruwala,0.2,0.2,26.3,5.7
2010-01-10,Kalutara,0.1,0.1,26.5,6.9
2010-01-10,Kalmunai,0.8,0.8,26.4,13.3
2010-01-10,Ratnapura,0.2,0.2,25.6,7.9
2010-01-10,Hambantota,0.0,0.0,25.9,10.9
2010-01-10,Sri Jayewardenepura Kotte,0.2,0.2,26.3,5.7
2010-01-10,Kolonnawa,0.2,0.2,26.3,5.7
2010-01-10,Matara,0.0,0.0,26.4,13.4
2010-01-10,Galle,0.0,0.0,27.5,13.4
2010-01-10,Mannar,0.4,0.4,26.1,13.5
2010-01-10,Mount Lavinia,0.1,0.1,26.3,6.9
2010-01-10,Puttalam,1.5,1.5,25.9,8.3
2010-01-10,Bentota,0.1,0.1,26.4,6.9
2010-01-10,Pothuhera,6.3,6.3,24.3,7.0
2010-01-10,Kurunegala,6.3,6.3,24.7,7.0
2010-01-10,Mabole,0.2,0.2,26.1,5.7
2010-01-10,Hatton,0.2,0.2,20.1,4.0
2010-01-11,Galle,0.5,0.5,26.9,9.6
2010-01-11,Moratuwa,0.7,0.7,26.3,6.4
2010-01-11,Ratnapura,1.7,1.7,25.3,7.1
2010-01-11,Athurugiriya,0.0,0.0,26.3,6.1
2010-01-11,Jaffna,0.1,0.1,26.3,14.7
2010-01-11,Bentota,0.7,0.7,25.9,6.4
2010-01-11,Colombo,0.7,0.7,26.4,6.4
2010-01-11,Kurunegala,0.4,0.4,25.5,5.2
2010-01-11,Mount Lavinia,0.7,0.7,26.4,6.4
2010-01-11,Oruwala,0.0,0.0,26.3,6.1
2010-01-11,Hatton,1.0,1.0,20.1,3.4
2010-01-11,Matale,1.0,1.0,24.4,5.0
2010-01-11,Kalmunai,0.2,0.2,26.2,8.4
2010-01-11,Mabole,0.0,0.0,26.4,6.1
2010-01-11,Maharagama,0.7,0.7,26.2,6.4
2010-01-11,Trincomalee,0.5,0.5,26.1,11.5
2010-01-11,Kandy,1.0,1.0,23.3,4.8
2010-01-11,Kalutara,0.7,0.7,26.0,6.4
2010-01-11,Weligama,0.5,0.5,26.1,9.6
2010-01-11,Puttalam,0.9,0.9,26.2,6.1
2010-01-11,Pothuhera,0.4,0.4,25.1,5.2
2010-01-11,Kesbewa,0.7,0.7,26.3,6.4
2010-01-11,Kolonnawa,0.0,0.0,26.4,6.1
2010-01-11,Matara,0.5,0.5,26.0,9.6
2010-01-11,Hambantota,0.2,0.2,26.1,11.6
2010-01-11,Mannar,0.6,0.6,26.2,12.8
2010-01-11,Negombo,0.0,0.0,26.5,6.1
2010-01-11,Sri Jayewardenepura Kotte,0.0,0.0,26.4,6.1
2010-01-11,Gampaha,0.0,0.0,26.4,6.1
2010-01-11,Badulla,2.5,2.5,22.1,7.5
2010-01-12,Kalutara,6.8,6.8,25.9,11.2
2010-01-12,Matara,5.4,5.4,26.1,6.6
2010-01-12,Kandy,4.0,4.0,23.4,6.4
2010-01-12,Kurunegala,7.5,7.5,25.2,5.5
2010-01-12,Kalmunai,10.8,10.8,25.8,13.6
2010-01-12,Hatton,0.2,0.2,20.3,4.9
2010-01-12,Mabole,4.7,4.7,26.1,9.4
2010-01-12,Mount Lavinia,6.8,6.8,26.1,11.2
2010-01-12,Ratnapura,7.9,7.9,25.0,8.9
2010-01-12,Hambantota,0.2,0.2,26.1,7.1
2010-01-12,Kolonnawa,4.7,4.7,26.0,9.4
2010-01-12,Puttalam,1.9,1.9,26.2,7.6
2010-01-12,Mannar,2.3,2.3,26.0,12.0
2010-01-12,Kesbewa,6.8,6.8,26.0,11.2
2010-01-12,Colombo,6.8,6.8,26.1,11.2
2010-01-12,Badulla,2.1,2.1,22.5,5.0
2010-01-12,Oruwala,4.7,4.7,25.9,9.4
2010-01-12,Galle,5.4,5.4,26.8,6.6
2010-01-12,Matale,8.5,8.5,24.4,5.1
2010-01-12,Gampaha,4.7,4.7,26.0,9.4
2010-01-12,Trincomalee,7.6,7.6,25.6,11.1
2010-01-12,Negombo,4.7,4.7,26.2,9.4
2010-01-12,Moratuwa,6.8,6.8,26.1,11.2
2010-01-12,Athurugiriya,4.7,4.7,25.9,9.4
2010-01-12,Sri Jayewardenepura Kotte,4.7,4.7,26.1,9.4
2010-01-12,Pothuhera,7.5,7.5,24.9,5.5
2010-01-12,Jaffna,3.3,3.3,26.2,14.3
2010-01-12,Maharagama,6.8,6.8,26.0,11.2
2010-01-12,Weligama,5.4,5.4,26.1,6.6
2010-01-12,Bentota,6.8,6.8,25.9,11.2
2010-01-13,Kandy,2.5,2.5,23.3,5.8
2010-01-13,Bentota,4.8,4.8,25.7,7.6
2010-01-13,Mount Lavinia,4.8,4.8,26.1,7.6
2010-01-13,Galle,2.7,2.7,26.5,8.7
2010-01-13,Mannar,1.5,1.5,26.2,15.3
2010-01-13,Pothuhera,3.0,3.0,25.3,7.2
2010-01-13,Ratnapura,5.7,5.7,25.0,8.3
2010-01-13,Kalutara,4.8,4.8,25.8,7.6
2010-01-13,Kesbewa,4.8,4.8,25.9,7.6
2010-01-13,Moratuwa,4.8,4.8,26.0,7.6
2010-01-13,Maharagama,4.8,4.8,25.9,7.6
2010-01-13,Kurunegala,3.0,3.0,25.5,7.2
2010-01-13,Gampaha,2.1,2.1,26.2,5.9
2010-01-13,Colombo,4.8,4.8,26.2,7.6
2010-01-13,Badulla,2.8,2.8,22.4,8.0
2010-01-13,Kalmunai,1.2,1.2,26.2,14.3
2010-01-13,Matara,2.7,2.7,26.0,8.7
2010-01-13,Jaffna,1.5,1.5,26.4,18.2
2010-01-13,Weligama,2.7,2.7,26.0,8.7
2010-01-13,Athurugiriya,2.1,2.1,26.0,5.9
2010-01-13,Puttalam,1.6,1.6,26.4,9.3
2010-01-13,Sri Jayewardenepura Kotte,2.1,2.1,26.1,5.9
2010-01-13,Kolonnawa,2.1,2.1,26.1,5.9
2010-01-13,Negombo,2.1,2.1,26.4,5.9
2010-01-13,Hatton,3.8,3.8,20.2,5.7
2010-01-13,Mabole,2.1,2.1,26.2,5.9
2010-01-13,Hambantota,1.6,1.6,26.0,9.1
2010-01-13,Oruwala,2.1,2.1,25.9,5.9
2010-01-13,Matale,2.5,2.5,24.5,7.2
2010-01-13,Trincomalee,1.2,1.2,26.4,15.3
2010-01-14,Gampaha,0.7,0.7,26.3,9.1
2010-01-14,Pothuhera,0.4,0.4,25.6,13.5
2010-01-14,Oruwala,0.7,0.7,25.9,9.1
2010-01-14,Jaffna,0.7,0.7,26.5,21.8
2010-01-14,Galle,0.6,0.6,26.9,17.6
2010-01-14,Matale,0.7,0.7,24.5,13.5
2010-01-14,Maharagama,5.7,5.7,26.0,10.2
2010-01-14,Athurugiriya,0.7,0.7,25.9,9.1
2010-01-14,Negombo,0.7,0.7,26.5,9.1
2010-01-14,Badulla,0.5,0.5,22.0,12.9
2010-01-14,Moratuwa,5.7,5.7,26.1,10.2
2010-01-14,Weligama,0.6,0.6,26.2,17.6
2010-01-14,Kandy,0.2,0.2,23.3,11.0
2010-01-14,Mount Lavinia,5.7,5.7,26.1,10.2
2010-01-14,Hatton,0.1,0.1,20.2,10.7
2010-01-14,Mabole,0.7,0.7,26.2,9.1
2010-01-14,Hambantota,0.0,0.0,26.5,18.8
2010-01-14,Mannar,0.2,0.2,26.5,19.1
2010-01-14,Sri Jayewardenepura Kotte,0.7,0.7,26.1,9.1
2010-01-14,Ratnapura,8.6,8.6,24.8,4.7
2010-01-14,Kalutara,5.7,5.7,25.6,10.2
2010-01-14,Kolonnawa,0.7,0.7,26.0,9.1
2010-01-14,Trincomalee,0.9,0.9,26.5,20.0
2010-01-14,Puttalam,0.3,0.3,26.5,15.9
2010-01-14,Colombo,5.7,5.7,26.2,10.2
2010-01-14,Matara,0.6,0.6,26.1,17.6
2010-01-14,Bentota,5.7,5.7,25.6,10.2
2010-01-14,Kesbewa,5.7,5.7,26.0,10.2
2010-01-14,Kalmunai,2.2,2.2,26.7,17.6
2010-01-14,Kurunegala,0.4,0.4,25.9,13.5
2010-01-15,Ratnapura,0.0,0.0,25.0,4.3
2010-01-15,Pothuhera,0.0,0.0,24.8,16.6
2010-01-15,Gampaha,0.0,0.0,26.3,16.1
2010-01-15,Bentota,0.0,0.0,26.2,12.4
2010-01-15,Sri Jayewardenepura Kotte,0.0,0.0,26.5,16.1
2010-01-15,Jaffna,0.1,0.1,26.1,27.5
2010-01-15,Negombo,0.0,0.0,26.5,16.1
2010-01-15,Mabole,0.0,0.0,26.5,16.1
2010-01-15,Oruwala,0.0,0.0,26.3,16.1
2010-01-15,Puttalam,0.0,0.0,26.1,18.7
2010-01-15,Trincomalee,0.0,0.0,26.1,19.4
2010-01-15,Maharagama,0.0,0.0,26.5,12.4
2010-01-15,Matara,0.0,0.0,26.5,11.1
2010-01-15,Colombo,0.0,0.0,26.5,12.4
2010-01-15,Kalmunai,1.3,1.3,26.5,18.5
2010-01-15,Hambantota,0.0,0.0,26.4,19.4
2010-01-15,Kesbewa,0.0,0.0,26.5,12.4
2010-01-15,Kandy,0.0,0.0,22.1,13.0
2010-01-15,Hatton,0.0,0.0,19.9,9.0
2010-01-15,Kurunegala,0.0,0.0,25.1,16.6
2010-01-15,Weligama,0.0,0.0,26.5,11.1
2010-01-15,Kalutara,0.0,0.0,26.3,12.4
2010-01-15,Kolonnawa,0.0,0.0,26.5,16.1
2010-01-15,Moratuwa,0.0,0.0,26.6,12.4
2010-01-15,Mannar,0.1,0.1,25.8,24.5
2010-01-15,Matale,0.0,0.0,23.7,15.2
2010-01-15,Badulla,0.0,0.0,21.4,11.0
2010-01-15,Galle,0.0,0.0,27.0,11.1
2010-01-15,Mount Lavinia,0.0,0.0,26.5,12.4
2010-01-15,Athurugiriya,0.0,0.0,26.4,16.1
2010-01-16,Hatton,3.0,3.0,20.1,12.0
2010-01-16,Oruwala,0.4,0.4,26.4,16.5
2010-01-16,Matara,1.8,1.8,26.3,11.9
2010-01-16,Kolonnawa,0.4,0.4,26.6,16.5
2010-01-16,Galle,1.8,1.8,26.6,11.9
2010-01-16,Jaffna,0.5,0.5,26.3,31.1
2010-01-16,Negombo,0.4,0.4,26.7,16.5
2010-01-16,Kalmunai,11.2,11.2,25.3,19.2
2010-01-16,Weligama,1.8,1.8,26.4,11.9
2010-01-16,Athurugiriya,0.4,0.4,26.5,16.5
2010-01-16,Colombo,3.3,3.3,26.6,10.8
2010-01-16,Matale,1.0,1.0,23.6,17.6
2010-01-16,Trincomalee,8.2,8.2,25.6,22.4
2010-01-16,Puttalam,0.5,0.5,25.9,21.3
2010-01-16,Hambantota,0.1,0.1,25.9,25.8
2010-01-16,Mount Lavinia,3.3,3.3,26.6,10.8
2010-01-16,Kesbewa,3.3,3.3,26.5,10.8
2010-01-16,Gampaha,0.4,0.4,26.6,16.5
2010-01-16,Kandy,0.4,0.4,22.6,14.7
2010-01-16,Mabole,0.4,0.4,26.6,16.5
2010-01-16,Moratuwa,3.3,3.3,26.5,10.8
2010-01-16,Bentota,3.3,3.3,26.1,10.8
2010-01-16,Badulla,2.4,2.4,21.4,15.3
2010-01-16,Kurunegala,0.1,0.1,25.1,20.1
2010-01-16,Maharagama,3.3,3.3,26.4,10.8
2010-01-16,Ratnapura,4.2,4.2,25.2,6.7
2010-01-16,Kalutara,3.3,3.3,26.2,10.8
